,Unnamed: 0,Cantidad de características,Caracteristicas modelo,Puntaje (Sales_rmspe),Num_Corrida
66,0,30,"['DayOfWeek', 'Promo2Weeks', 'SchoolHoliday', 'Week', 'Assortment', 'SchoolHoliday_bw', 'Promo', 'Day', 'StateHoliday_bool_fw', 'StoreType', 'Close_bool_fw', 'Promo2SinceYear', 'Promo2', 'Year', 'CompetitionOpenSinceYear', 'Events', 'StateHoliday_bool_bw', 'StateHoliday', 'CompetitionMonthsOpen', 'Mean_TemperatureC', 'trend', 'Mean_Humidity', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'Precipitationmm', 'AfterStateHoliday_bool', 'Max_Humidity', 'CompetitionDistance', 'BeforeSchoolHoliday', 'AfterSchoolHoliday']",0.3596388101577759,5
101,8,38,"['PromoInterval', 'Events', 'StateHoliday_bool_bw', 'SchoolHoliday_bw', 'Promo_bw', 'Promo_fw', 'Day', 'SchoolHoliday_fw', 'Promo2SinceYear', 'Promo2SinceWeek', 'SchoolHoliday', 'Year', 'Promo2', 'Close_bool_bw', 'StateHoliday', 'Assortment', 'State', 'Month', 'Min_TemperatureC', 'BeforeClose_bool', 'BeforeStateHoliday_bool', 'BeforeSchoolHoliday', 'CompetitionDistance', 'trend', 'StateHoliday_bool', 'AfterSchoolHoliday', 'Precipitationmm', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Min_Humidity', 'AfterStateHoliday_bool', 'BeforePromo', 'Mean_Wind_SpeedKm_h', 'trend_DE', 'Max_Humidity', 'AfterClose_bool', 'Mean_TemperatureC']",0.36177724599838257,8
68,2,35,"['DayOfWeek', 'Promo2Weeks', 'SchoolHoliday', 'Week', 'Assortment', 'SchoolHoliday_bw', 'Promo', 'Day', 'StateHoliday_bool_fw', 'StoreType', 'Close_bool_fw', 'Promo2SinceYear', 'Promo2', 'Year', 'CompetitionOpenSinceYear', 'Events', 'StateHoliday_bool_bw', 'StateHoliday', 'CompetitionMonthsOpen', 'Mean_Humidity', 'trend_DE', 'CloudCover', 'Max_Wind_SpeedKm_h', 'Mean_TemperatureC', 'trend', 'AfterPromo', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Max_TemperatureC', 'Min_TemperatureC', 'BeforeStateHoliday_bool', 'CompetitionDistance', 'Min_Humidity', 'Max_Humidity', 'BeforeClose_bool']",0.3619218170642853,5
49,1,40,"['SchoolHoliday', 'Promo2Weeks', 'StateHoliday_bool_fw', 'Promo', 'Promo2', 'DayOfWeek', 'Close_bool_fw', 'StateHoliday', 'Month', 'Year', 'StateHoliday_bool_bw', 'SchoolHoliday_fw', 'StoreType', 'Promo_bw', 'Assortment', 'Day', 'PromoInterval', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Week', 'trend_DE', 'Min_TemperatureC', 'CompetitionDistance', 'Precipitationmm', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'Mean_TemperatureC', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'Min_Humidity', 'BeforePromo', 'CloudCover', 'Mean_Humidity', 'BeforeSchoolHoliday', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'Max_Humidity', 'AfterSchoolHoliday']",0.3670577704906464,3
86,2,29,"['Promo2SinceYear', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'StateHoliday', 'StoreType', 'SchoolHoliday_fw', 'Year', 'Promo', 'DayOfWeek', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'AfterPromo', 'Min_TemperatureC', 'Max_TemperatureC', 'AfterClose_bool', 'AfterSchoolHoliday', 'Max_Humidity', 'trend_DE', 'Precipitationmm', 'CloudCover', 'CompetitionDistance', 'Mean_Humidity', 'BeforeClose_bool', 'StateHoliday_bool', 'AfterStateHoliday_bool']",0.3765182495117188,7
85,1,23,"['Promo2SinceYear', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'StateHoliday', 'StoreType', 'SchoolHoliday_fw', 'Year', 'Promo', 'DayOfWeek', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'CompetitionDistance', 'Max_Wind_SpeedKm_h', 'CloudCover', 'Precipitationmm', 'AfterStateHoliday_bool', 'Mean_Humidity', 'trend_DE', 'Max_TemperatureC', 'Min_Humidity', 'Min_TemperatureC']",0.3775684535503388,7
99,6,37,"['PromoInterval', 'Events', 'StateHoliday_bool_bw', 'SchoolHoliday_bw', 'Promo_bw', 'Promo_fw', 'Day', 'SchoolHoliday_fw', 'Promo2SinceYear', 'Promo2SinceWeek', 'SchoolHoliday', 'Year', 'Promo2', 'Close_bool_bw', 'StateHoliday', 'Assortment', 'State', 'Month', 'AfterPromo', 'Min_TemperatureC', 'Min_Humidity', 'BeforeClose_bool', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Max_Humidity', 'Precipitationmm', 'BeforePromo', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'trend_DE', 'StateHoliday_bool', 'CompetitionDistance', 'Mean_TemperatureC', 'Max_TemperatureC']",0.3792073130607605,8
122,2,35,"['StateHoliday', 'Close_bool_fw', 'StoreType', 'Month', 'Day', 'Promo_bw', 'StateHoliday_bool_bw', 'StateHoliday_bool_fw', 'Year', 'Promo', 'SchoolHoliday', 'Promo2SinceWeek', 'Promo2', 'Promo_fw', 'Close_bool_bw', 'Assortment', 'CompetitionMonthsOpen', 'CompetitionDistance', 'AfterStateHoliday_bool', 'BeforePromo', 'Precipitationmm', 'Mean_TemperatureC', 'Max_TemperatureC', 'AfterClose_bool', 'BeforeSchoolHoliday', 'Mean_Humidity', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'Mean_Wind_SpeedKm_h', 'Min_TemperatureC', 'StateHoliday_bool', 'Max_Humidity', 'BeforeStateHoliday_bool', 'trend', 'trend_DE']",0.380521297454834,11
48,0,38,"['SchoolHoliday', 'Promo2Weeks', 'StateHoliday_bool_fw', 'Promo', 'Promo2', 'DayOfWeek', 'Close_bool_fw', 'StateHoliday', 'Month', 'Year', 'StateHoliday_bool_bw', 'SchoolHoliday_fw', 'StoreType', 'Promo_bw', 'Assortment', 'Day', 'PromoInterval', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Week', 'trend', 'BeforeSchoolHoliday', 'Max_Humidity', 'Mean_Wind_SpeedKm_h', 'Precipitationmm', 'AfterPromo', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'Min_TemperatureC', 'BeforePromo', 'CompetitionDistance', 'Max_TemperatureC', 'BeforeClose_bool', 'Mean_TemperatureC', 'BeforeStateHoliday_bool', 'StateHoliday_bool']",0.38159802556037903,3
89,5,29,"['PromoInterval', 'Close_bool_bw', 'SchoolHoliday', 'DayOfWeek', 'Promo2SinceWeek', 'Promo_bw', 'Promo2Weeks', 'Assortment', 'Day', 'SchoolHoliday_bw', 'Year', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'AfterPromo', 'Min_TemperatureC', 'Max_TemperatureC', 'AfterClose_bool', 'AfterSchoolHoliday', 'Max_Humidity', 'trend_DE', 'Precipitationmm', 'CloudCover', 'CompetitionDistance', 'Mean_Humidity', 'BeforeClose_bool', 'StateHoliday_bool', 'AfterStateHoliday_bool']",0.3838525414466858,7
20,20,36,"['Close_bool_bw', 'PromoInterval', 'Promo2', 'Promo_fw', 'Close_bool_fw', 'StateHoliday_bool_bw', 'Assortment', 'DayOfWeek', 'Year', 'CompetitionOpenSinceYear', 'SchoolHoliday_bw', 'Promo', 'Promo_bw', 'StateHoliday', 'State', 'Events', 'StateHoliday_bool_fw', 'Month', 'BeforeSchoolHoliday', 'Max_TemperatureC', 'trend_DE', 'AfterPromo', 'Mean_Wind_SpeedKm_h', 'CompetitionDistance', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeClose_bool', 'Mean_TemperatureC', 'CloudCover', 'StateHoliday_bool', 'BeforePromo', 'AfterStateHoliday_bool', 'trend', 'Max_Humidity']",0.3842793405056,0
100,7,35,"['PromoInterval', 'Events', 'StateHoliday_bool_bw', 'SchoolHoliday_bw', 'Promo_bw', 'Promo_fw', 'Day', 'SchoolHoliday_fw', 'Promo2SinceYear', 'Promo2SinceWeek', 'SchoolHoliday', 'Year', 'Promo2', 'Close_bool_bw', 'StateHoliday', 'Assortment', 'State', 'Month', 'Min_TemperatureC', 'CloudCover', 'AfterPromo', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'AfterSchoolHoliday', 'Min_Humidity', 'AfterClose_bool', 'trend_DE', 'BeforeStateHoliday_bool', 'Max_Humidity', 'CompetitionDistance', 'Max_TemperatureC', 'BeforePromo', 'trend']",0.3843691647052765,8
82,7,34,"['Events', 'Promo2SinceYear', 'SchoolHoliday', 'DayOfWeek', 'Month', 'Year', 'Close_bool_bw', 'Week', 'Close_bool_fw', 'Promo', 'Promo2Weeks', 'StoreType', 'StateHoliday_bool_fw', 'PromoInterval', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'BeforeClose_bool', 'AfterPromo', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'Mean_TemperatureC', 'AfterClose_bool', 'AfterSchoolHoliday', 'trend_DE', 'CloudCover', 'trend', 'Min_Humidity', 'Precipitationmm', 'BeforePromo', 'Max_Humidity', 'Mean_Humidity', 'CompetitionDistance', 'Min_TemperatureC']",0.3845171332359314,6
120,0,37,"['StateHoliday', 'Close_bool_fw', 'StoreType', 'Month', 'Day', 'Promo_bw', 'StateHoliday_bool_bw', 'StateHoliday_bool_fw', 'Year', 'Promo', 'SchoolHoliday', 'Promo2SinceWeek', 'Promo2', 'Promo_fw', 'Close_bool_bw', 'Assortment', 'CompetitionMonthsOpen', 'BeforeClose_bool', 'Min_Humidity', 'Mean_Humidity', 'Min_TemperatureC', 'Mean_TemperatureC', 'StateHoliday_bool', 'trend', 'CompetitionDistance', 'AfterSchoolHoliday', 'trend_DE', 'AfterStateHoliday_bool', 'BeforeStateHoliday_bool', 'Max_Humidity', 'AfterPromo', 'BeforeSchoolHoliday', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo']",0.3861414194107056,11
112,1,38,"['Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday_fw', 'Assortment', 'Week', 'Promo2Weeks', 'Day', 'Year', 'Promo', 'Promo2SinceWeek', 'State', 'Month', 'CompetitionOpenSinceYear', 'Promo_fw', 'PromoInterval', 'DayOfWeek', 'Close_bool_fw', 'Promo_bw', 'SchoolHoliday', 'StateHoliday_bool_bw', 'Mean_Humidity', 'Precipitationmm', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend_DE', 'StateHoliday_bool', 'AfterPromo', 'BeforePromo', 'CompetitionDistance', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'Min_Humidity', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool', 'Mean_TemperatureC', 'CloudCover', 'Mean_Wind_SpeedKm_h', 'Max_Humidity']",0.3886159360408783,10
106,4,31,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.391369491815567,9
129,0,31,"['Promo_bw', 'Day', 'SchoolHoliday', 'Events', 'State', 'StoreType', 'Promo2Weeks', 'Close_bool_bw', 'PromoInterval', 'SchoolHoliday_fw', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'Promo2', 'Week', 'CompetitionMonthsOpen', 'StateHoliday', 'Promo_fw', 'Month', 'Promo', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'CloudCover', 'AfterClose_bool', 'BeforeClose_bool', 'BeforeSchoolHoliday', 'AfterStateHoliday_bool', 'Precipitationmm', 'Mean_TemperatureC', 'BeforePromo', 'Mean_Humidity', 'AfterSchoolHoliday']",0.3924925923347473,12
121,1,36,"['StateHoliday', 'Close_bool_fw', 'StoreType', 'Month', 'Day', 'Promo_bw', 'StateHoliday_bool_bw', 'StateHoliday_bool_fw', 'Year', 'Promo', 'SchoolHoliday', 'Promo2SinceWeek', 'Promo2', 'Promo_fw', 'Close_bool_bw', 'Assortment', 'CompetitionMonthsOpen', 'AfterSchoolHoliday', 'AfterStateHoliday_bool', 'BeforeSchoolHoliday', 'Mean_TemperatureC', 'Min_TemperatureC', 'Min_Humidity', 'BeforePromo', 'StateHoliday_bool', 'trend_DE', 'Max_Wind_SpeedKm_h', 'CloudCover', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'Max_TemperatureC', 'AfterPromo', 'trend', 'Precipitationmm', 'Mean_Humidity', 'Mean_Wind_SpeedKm_h']",0.3928236663341522,11
105,3,24,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.3938587307929993,9
113,2,34,"['Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday_fw', 'Assortment', 'Week', 'Promo2Weeks', 'Day', 'Year', 'Promo', 'Promo2SinceWeek', 'State', 'Month', 'CompetitionOpenSinceYear', 'Promo_fw', 'PromoInterval', 'DayOfWeek', 'Close_bool_fw', 'Promo_bw', 'SchoolHoliday', 'StateHoliday_bool_bw', 'AfterClose_bool', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Humidity', 'BeforePromo', 'Precipitationmm', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'CloudCover', 'AfterSchoolHoliday', 'Min_TemperatureC', 'Min_Humidity', 'Mean_TemperatureC', 'Max_Wind_SpeedKm_h']",0.39789167046546936,10
84,0,29,"['Promo2SinceYear', 'CompetitionOpenSinceYear', 'StateHoliday_bool_fw', 'StateHoliday', 'StoreType', 'SchoolHoliday_fw', 'Year', 'Promo', 'DayOfWeek', 'CompetitionMonthsOpen', 'Promo2SinceWeek', 'StateHoliday_bool', 'BeforeStateHoliday_bool', 'BeforeSchoolHoliday', 'AfterPromo', 'AfterSchoolHoliday', 'trend_DE', 'Max_Humidity', 'Min_Humidity', 'Max_TemperatureC', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'CloudCover', 'Precipitationmm', 'Min_TemperatureC', 'Mean_TemperatureC', 'Mean_Humidity', 'AfterClose_bool', 'CompetitionDistance']",0.399579256772995,7
83,8,30,"['Events', 'Promo2SinceYear', 'SchoolHoliday', 'DayOfWeek', 'Month', 'Year', 'Close_bool_bw', 'Week', 'Close_bool_fw', 'Promo', 'Promo2Weeks', 'StoreType', 'StateHoliday_bool_fw', 'PromoInterval', 'Min_Humidity', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'Max_TemperatureC', 'AfterStateHoliday_bool', 'trend_DE', 'CompetitionDistance', 'BeforePromo', 'AfterPromo', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'Max_Humidity', 'AfterClose_bool', 'CloudCover', 'trend']",0.4041832387447357,6
79,4,31,"['CompetitionMonthsOpen', 'SchoolHoliday_bw', 'Promo2', 'SchoolHoliday', 'Promo2Weeks', 'PromoInterval', 'Week', 'Month', 'SchoolHoliday_fw', 'Promo', 'StateHoliday_bool_bw', 'Max_Wind_SpeedKm_h', 'Max_TemperatureC', 'BeforeClose_bool', 'AfterPromo', 'BeforeSchoolHoliday', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'Mean_TemperatureC', 'AfterClose_bool', 'AfterSchoolHoliday', 'trend_DE', 'CloudCover', 'trend', 'Min_Humidity', 'Precipitationmm', 'BeforePromo', 'Max_Humidity', 'Mean_Humidity', 'CompetitionDistance', 'Min_TemperatureC']",0.4054742157459259,6
107,5,32,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'trend_DE', 'Precipitationmm', 'CloudCover', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend', 'AfterStateHoliday_bool', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Max_TemperatureC', 'BeforePromo', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'CompetitionDistance', 'AfterPromo', 'BeforeClose_bool', 'Min_TemperatureC']",0.4104812443256378,9
87,3,29,"['PromoInterval', 'Close_bool_bw', 'SchoolHoliday', 'DayOfWeek', 'Promo2SinceWeek', 'Promo_bw', 'Promo2Weeks', 'Assortment', 'Day', 'SchoolHoliday_bw', 'Year', 'StateHoliday_bool', 'BeforeStateHoliday_bool', 'BeforeSchoolHoliday', 'AfterPromo', 'AfterSchoolHoliday', 'trend_DE', 'Max_Humidity', 'Min_Humidity', 'Max_TemperatureC', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'CloudCover', 'Precipitationmm', 'Min_TemperatureC', 'Mean_TemperatureC', 'Mean_Humidity', 'AfterClose_bool', 'CompetitionDistance']",0.4130499362945557,7
81,6,31,"['Events', 'Promo2SinceYear', 'SchoolHoliday', 'DayOfWeek', 'Month', 'Year', 'Close_bool_bw', 'Week', 'Close_bool_fw', 'Promo', 'Promo2Weeks', 'StoreType', 'StateHoliday_bool_fw', 'PromoInterval', 'AfterClose_bool', 'AfterSchoolHoliday', 'Max_Humidity', 'Mean_TemperatureC', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'CompetitionDistance', 'BeforePromo', 'BeforeClose_bool', 'trend', 'AfterPromo', 'CloudCover', 'Mean_Humidity', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'StateHoliday_bool']",0.41329610347747797,6
88,4,23,"['PromoInterval', 'Close_bool_bw', 'SchoolHoliday', 'DayOfWeek', 'Promo2SinceWeek', 'Promo_bw', 'Promo2Weeks', 'Assortment', 'Day', 'SchoolHoliday_bw', 'Year', 'Mean_Wind_SpeedKm_h', 'BeforeClose_bool', 'CompetitionDistance', 'Max_Wind_SpeedKm_h', 'CloudCover', 'Precipitationmm', 'AfterStateHoliday_bool', 'Mean_Humidity', 'trend_DE', 'Max_TemperatureC', 'Min_Humidity', 'Min_TemperatureC']",0.4142803847789765,7
80,5,27,"['CompetitionMonthsOpen', 'SchoolHoliday_bw', 'Promo2', 'SchoolHoliday', 'Promo2Weeks', 'PromoInterval', 'Week', 'Month', 'SchoolHoliday_fw', 'Promo', 'StateHoliday_bool_bw', 'Min_Humidity', 'StateHoliday_bool', 'Mean_Wind_SpeedKm_h', 'Max_TemperatureC', 'AfterStateHoliday_bool', 'trend_DE', 'CompetitionDistance', 'BeforePromo', 'AfterPromo', 'AfterSchoolHoliday', 'BeforeStateHoliday_bool', 'BeforeClose_bool', 'Max_Humidity', 'AfterClose_bool', 'CloudCover', 'trend']",0.4294172823429108,6
78,3,28,"['CompetitionMonthsOpen', 'SchoolHoliday_bw', 'Promo2', 'SchoolHoliday', 'Promo2Weeks', 'PromoInterval', 'Week', 'Month', 'SchoolHoliday_fw', 'Promo', 'StateHoliday_bool_bw', 'AfterClose_bool', 'AfterSchoolHoliday', 'Max_Humidity', 'Mean_TemperatureC', 'BeforeStateHoliday_bool', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'CompetitionDistance', 'BeforePromo', 'BeforeClose_bool', 'trend', 'AfterPromo', 'CloudCover', 'Mean_Humidity', 'Min_TemperatureC', 'Max_Wind_SpeedKm_h', 'StateHoliday_bool']",0.4305487275123596,6
109,7,32,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.4368310570716858,9
36,6,24,"['Events', 'SchoolHoliday_fw', 'Promo_fw', 'Week', 'Month', 'Close_bool_fw', 'State', 'Promo2Weeks', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'PromoInterval', 'trend', 'CloudCover', 'AfterStateHoliday_bool', 'BeforeClose_bool', 'trend_DE', 'Min_TemperatureC', 'AfterPromo', 'Max_Wind_SpeedKm_h', 'BeforeSchoolHoliday', 'AfterClose_bool', 'Mean_Humidity', 'AfterSchoolHoliday', 'Precipitationmm']",0.4446845650672913,1
111,0,38,"['Promo2SinceYear', 'StateHoliday_bool_fw', 'SchoolHoliday_fw', 'Assortment', 'Week', 'Promo2Weeks', 'Day', 'Year', 'Promo', 'Promo2SinceWeek', 'State', 'Month', 'CompetitionOpenSinceYear', 'Promo_fw', 'PromoInterval', 'DayOfWeek', 'Close_bool_fw', 'Promo_bw', 'SchoolHoliday', 'StateHoliday_bool_bw', 'Min_Humidity', 'StateHoliday_bool', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'BeforePromo', 'Mean_Humidity', 'Max_Humidity', 'BeforeStateHoliday_bool', 'trend', 'Max_TemperatureC', 'BeforeSchoolHoliday', 'Precipitationmm', 'AfterPromo', 'BeforeClose_bool', 'Mean_TemperatureC', 'AfterSchoolHoliday', 'trend_DE', 'Min_TemperatureC']",0.4481967091560364,10
38,8,25,"['Events', 'SchoolHoliday_fw', 'Promo_fw', 'Week', 'Month', 'Close_bool_fw', 'State', 'Promo2Weeks', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'PromoInterval', 'Precipitationmm', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterPromo', 'Min_TemperatureC', 'Mean_TemperatureC', 'AfterStateHoliday_bool', 'Max_TemperatureC', 'CompetitionDistance', 'trend', 'Min_Humidity', 'AfterSchoolHoliday', 'trend_DE', 'BeforeStateHoliday_bool']",0.4584944248199463,1
108,6,25,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.460378885269165,9
37,7,27,"['Events', 'SchoolHoliday_fw', 'Promo_fw', 'Week', 'Month', 'Close_bool_fw', 'State', 'Promo2Weeks', 'Promo2SinceWeek', 'SchoolHoliday_bw', 'PromoInterval', 'Mean_Wind_SpeedKm_h', 'AfterStateHoliday_bool', 'CloudCover', 'Mean_Humidity', 'trend', 'Min_Humidity', 'StateHoliday_bool', 'Max_TemperatureC', 'Min_TemperatureC', 'BeforeStateHoliday_bool', 'AfterPromo', 'trend_DE', 'AfterClose_bool', 'AfterSchoolHoliday', 'BeforeClose_bool', 'BeforePromo']",0.4703763425350189,1
110,8,33,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'trend_DE', 'Precipitationmm', 'CloudCover', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend', 'AfterStateHoliday_bool', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Max_TemperatureC', 'BeforePromo', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'CompetitionDistance', 'AfterPromo', 'BeforeClose_bool', 'Min_TemperatureC']",0.5306153297424316,9
